file,category,status,note
components/LogoV2/EmergencyTip.tsx,tui-component,needs-port,TUI component EmergencyTip
components/LogoV2/Feed.tsx,tui-component,needs-port,TUI component Feed
components/LogoV2/FeedColumn.tsx,tui-component,covered-by-rust-equivalent,TUI component FeedColumn
components/LogoV2/GuestPassesUpsell.tsx,tui-component,covered-by-rust-equivalent,TUI component GuestPassesUpsell
components/LogoV2/LogoV2.tsx,tui-component,needs-port,TUI component LogoV2
components/LogoV2/Opus1mMergeNotice.tsx,tui-component,covered-by-rust-equivalent,TUI component Opus1mMergeNotice
components/LogoV2/OverageCreditUpsell.tsx,tui-component,covered-by-rust-equivalent,TUI component OverageCreditUpsell
components/LogoV2/VoiceModeNotice.tsx,tui-component,covered-by-rust-equivalent,TUI component VoiceModeNotice
components/LogoV2/WelcomeV2.tsx,tui-component,needs-port,TUI component WelcomeV2
components/LogoV2/feedConfigs.tsx,tui-component,covered-by-rust-equivalent,TUI component feedConfigs
components/LspRecommendation/LspRecommendationMenu.tsx,tui-component,covered-by-rust-equivalent,TUI component LspRecommendationMenu
components/MCPServerApprovalDialog.tsx,tui-component,covered-by-rust-equivalent,TUI component MCPServerApprovalDialog
components/MCPServerDesktopImportDialog.tsx,tui-component,covered-by-rust-equivalent,TUI component MCPServerDesktopImportDialog
components/MCPServerDialogCopy.tsx,tui-component,covered-by-rust-equivalent,TUI component MCPServerDialogCopy
components/MCPServerMultiselectDialog.tsx,tui-component,covered-by-rust-equivalent,TUI component MCPServerMultiselectDialog
components/ManagedSettingsSecurityDialog/ManagedSettingsSecurityDialog.tsx,tui-component,covered-by-rust-equivalent,TUI component ManagedSettingsSecurityDialog
components/ManagedSettingsSecurityDialog/utils.ts,tui-component,needs-port,TUI component utils
components/Markdown.tsx,tui-component,covered-by-rust-equivalent,TUI component Markdown
components/MarkdownTable.tsx,tui-component,covered-by-rust-equivalent,TUI component MarkdownTable
components/MemoryUsageIndicator.tsx,tui-component,covered-by-rust-equivalent,TUI component MemoryUsageIndicator
components/Message.tsx,tui-component,covered-by-rust-equivalent,TUI component Message
components/MessageModel.tsx,tui-component,covered-by-rust-equivalent,TUI component MessageModel
components/MessageResponse.tsx,tui-component,covered-by-rust-equivalent,TUI component MessageResponse
components/MessageRow.tsx,tui-component,covered-by-rust-equivalent,TUI component MessageRow
components/MessageSelector.tsx,tui-component,covered-by-rust-equivalent,TUI component MessageSelector
components/MessageTimestamp.tsx,tui-component,covered-by-rust-equivalent,TUI component MessageTimestamp
components/Messages.tsx,tui-component,covered-by-rust-equivalent,TUI component Messages
components/ModelPicker.tsx,tui-component,covered-by-rust-equivalent,TUI component ModelPicker
components/NativeAutoUpdater.tsx,tui-component,covered-by-rust-equivalent,TUI component NativeAutoUpdater
components/NotebookEditToolUseRejectedMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component NotebookEditToolUseRejectedMessage
components/OffscreenFreeze.tsx,tui-component,needs-port,TUI component OffscreenFreeze
components/Onboarding.tsx,tui-component,needs-port,TUI component Onboarding
components/OutputStylePicker.tsx,tui-component,covered-by-rust-equivalent,TUI component OutputStylePicker
components/PackageManagerAutoUpdater.tsx,tui-component,covered-by-rust-equivalent,TUI component PackageManagerAutoUpdater
components/Passes/Passes.tsx,tui-component,needs-port,TUI component Passes
components/PrBadge.tsx,tui-component,covered-by-rust-equivalent,TUI component PrBadge
components/PressEnterToContinue.tsx,tui-component,covered-by-rust-equivalent,TUI component PressEnterToContinue
components/PromptInput/HistorySearchInput.tsx,tui-component,covered-by-rust-equivalent,TUI component HistorySearchInput
components/PromptInput/IssueFlagBanner.tsx,tui-component,covered-by-rust-equivalent,TUI component IssueFlagBanner
components/PromptInput/Notifications.tsx,tui-component,covered-by-rust-equivalent,TUI component Notifications
components/PromptInput/PromptInput.tsx,tui-component,covered-by-rust-equivalent,TUI component PromptInput
components/PromptInput/PromptInputFooter.tsx,tui-component,covered-by-rust-equivalent,TUI component PromptInputFooter
components/PromptInput/PromptInputFooterLeftSide.tsx,tui-component,covered-by-rust-equivalent,TUI component PromptInputFooterLeftSide
components/PromptInput/PromptInputFooterSuggestions.tsx,tui-component,covered-by-rust-equivalent,TUI component PromptInputFooterSuggestions
components/PromptInput/PromptInputHelpMenu.tsx,tui-component,covered-by-rust-equivalent,TUI component PromptInputHelpMenu
components/PromptInput/PromptInputModeIndicator.tsx,tui-component,covered-by-rust-equivalent,TUI component PromptInputModeIndicator
components/PromptInput/PromptInputQueuedCommands.tsx,tui-component,covered-by-rust-equivalent,TUI component PromptInputQueuedCommands
components/PromptInput/PromptInputStashNotice.tsx,tui-component,covered-by-rust-equivalent,TUI component PromptInputStashNotice
components/PromptInput/SandboxPromptFooterHint.tsx,tui-component,covered-by-rust-equivalent,TUI component SandboxPromptFooterHint
components/PromptInput/ShimmeredInput.tsx,tui-component,covered-by-rust-equivalent,TUI component ShimmeredInput
components/PromptInput/VoiceIndicator.tsx,tui-component,covered-by-rust-equivalent,TUI component VoiceIndicator
components/PromptInput/inputModes.ts,tui-component,covered-by-rust-equivalent,TUI component inputModes
components/PromptInput/inputPaste.ts,tui-component,covered-by-rust-equivalent,TUI component inputPaste
components/PromptInput/useMaybeTruncateInput.ts,tui-component,covered-by-rust-equivalent,TUI component useMaybeTruncateInput
components/PromptInput/usePromptInputPlaceholder.ts,tui-component,covered-by-rust-equivalent,TUI component usePromptInputPlaceholder
components/PromptInput/useShowFastIconHint.ts,tui-component,needs-port,TUI component useShowFastIconHint
components/PromptInput/useSwarmBanner.ts,tui-component,covered-by-rust-equivalent,TUI component useSwarmBanner
components/PromptInput/utils.ts,tui-component,needs-port,TUI component utils
components/QuickOpenDialog.tsx,tui-component,covered-by-rust-equivalent,TUI component QuickOpenDialog
components/RemoteCallout.tsx,tui-component,covered-by-rust-equivalent,TUI component RemoteCallout
components/RemoteEnvironmentDialog.tsx,tui-component,covered-by-rust-equivalent,TUI component RemoteEnvironmentDialog
components/ResumeTask.tsx,tui-component,covered-by-rust-equivalent,TUI component ResumeTask
components/SandboxViolationExpandedView.tsx,tui-component,covered-by-rust-equivalent,TUI component SandboxViolationExpandedView
components/ScrollKeybindingHandler.tsx,tui-component,covered-by-rust-equivalent,TUI component ScrollKeybindingHandler
components/SearchBox.tsx,tui-component,covered-by-rust-equivalent,TUI component SearchBox
components/SentryErrorBoundary.ts,tui-component,covered-by-rust-equivalent,TUI component SentryErrorBoundary
components/SessionBackgroundHint.tsx,tui-component,covered-by-rust-equivalent,TUI component SessionBackgroundHint
components/SessionPreview.tsx,tui-component,covered-by-rust-equivalent,TUI component SessionPreview
components/Settings/Config.tsx,tui-component,covered-by-rust-equivalent,TUI component Config
components/Settings/Settings.tsx,tui-component,covered-by-rust-equivalent,TUI component Settings
components/Settings/Status.tsx,tui-component,covered-by-rust-equivalent,TUI component Status
components/Settings/Usage.tsx,tui-component,covered-by-rust-equivalent,TUI component Usage
components/ShowInIDEPrompt.tsx,tui-component,covered-by-rust-equivalent,TUI component ShowInIDEPrompt
components/SkillImprovementSurvey.tsx,tui-component,covered-by-rust-equivalent,TUI component SkillImprovementSurvey
components/Spinner/FlashingChar.tsx,tui-component,needs-port,TUI component FlashingChar
components/Spinner/GlimmerMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component GlimmerMessage
components/Spinner/ShimmerChar.tsx,tui-component,needs-port,TUI component ShimmerChar
components/Spinner/SpinnerAnimationRow.tsx,tui-component,needs-port,TUI component SpinnerAnimationRow
components/Spinner/SpinnerGlyph.tsx,tui-component,covered-by-rust-equivalent,TUI component SpinnerGlyph
components/Spinner/TeammateSpinnerLine.tsx,tui-component,covered-by-rust-equivalent,TUI component TeammateSpinnerLine
components/Spinner/TeammateSpinnerTree.tsx,tui-component,covered-by-rust-equivalent,TUI component TeammateSpinnerTree
components/Spinner/index.ts,tui-component,covered-by-rust-equivalent,TUI component index
components/Spinner/teammateSelectHint.ts,tui-component,covered-by-rust-equivalent,TUI component teammateSelectHint
components/Spinner/useShimmerAnimation.ts,tui-component,needs-port,TUI component useShimmerAnimation
components/Spinner/useStalledAnimation.ts,tui-component,covered-by-rust-equivalent,TUI component useStalledAnimation
components/Spinner/utils.ts,tui-component,needs-port,TUI component utils
components/Spinner.tsx,tui-component,needs-port,TUI component Spinner
components/Stats.tsx,tui-component,covered-by-rust-equivalent,TUI component Stats
components/StatusLine.tsx,tui-component,covered-by-rust-equivalent,TUI component StatusLine
components/StatusNotices.tsx,tui-component,covered-by-rust-equivalent,TUI component StatusNotices
components/StructuredDiff/Fallback.tsx,tui-component,covered-by-rust-equivalent,TUI component Fallback
components/StructuredDiff/colorDiff.ts,tui-component,covered-by-rust-equivalent,TUI component colorDiff
components/StructuredDiff.tsx,tui-component,covered-by-rust-equivalent,TUI component StructuredDiff
components/StructuredDiffList.tsx,tui-component,covered-by-rust-equivalent,TUI component StructuredDiffList
components/TagTabs.tsx,tui-component,needs-port,TUI component TagTabs
components/TaskListV2.tsx,tui-component,needs-port,TUI component TaskListV2
components/TeammateViewHeader.tsx,tui-component,covered-by-rust-equivalent,TUI component TeammateViewHeader
components/TeleportError.tsx,tui-component,covered-by-rust-equivalent,TUI component TeleportError
components/TeleportProgress.tsx,tui-component,covered-by-rust-equivalent,TUI component TeleportProgress
components/TeleportRepoMismatchDialog.tsx,tui-component,covered-by-rust-equivalent,TUI component TeleportRepoMismatchDialog
components/TeleportResumeWrapper.tsx,tui-component,covered-by-rust-equivalent,TUI component TeleportResumeWrapper
components/TeleportStash.tsx,tui-component,needs-port,TUI component TeleportStash
components/TextInput.tsx,tui-component,covered-by-rust-equivalent,TUI component TextInput
components/ThemePicker.tsx,tui-component,covered-by-rust-equivalent,TUI component ThemePicker
components/ThinkingToggle.tsx,tui-component,covered-by-rust-equivalent,TUI component ThinkingToggle
components/TokenWarning.tsx,tui-component,covered-by-rust-equivalent,TUI component TokenWarning
components/ToolUseLoader.tsx,tui-component,needs-port,TUI component ToolUseLoader
components/TrustDialog/TrustDialog.tsx,tui-component,covered-by-rust-equivalent,TUI component TrustDialog
components/TrustDialog/utils.ts,tui-component,needs-port,TUI component utils
components/ValidationErrorsList.tsx,tui-component,covered-by-rust-equivalent,TUI component ValidationErrorsList
components/VimTextInput.tsx,tui-component,covered-by-rust-equivalent,TUI component VimTextInput
components/VirtualMessageList.tsx,tui-component,covered-by-rust-equivalent,TUI component VirtualMessageList
components/WorkflowMultiselectDialog.tsx,tui-component,covered-by-rust-equivalent,TUI component WorkflowMultiselectDialog
components/WorktreeExitDialog.tsx,tui-component,covered-by-rust-equivalent,TUI component WorktreeExitDialog
components/agents/AgentDetail.tsx,tui-component,covered-by-rust-equivalent,TUI component AgentDetail
components/agents/AgentEditor.tsx,tui-component,covered-by-rust-equivalent,TUI component AgentEditor
components/agents/AgentNavigationFooter.tsx,tui-component,covered-by-rust-equivalent,TUI component AgentNavigationFooter
components/agents/AgentsList.tsx,tui-component,covered-by-rust-equivalent,TUI component AgentsList
components/agents/AgentsMenu.tsx,tui-component,covered-by-rust-equivalent,TUI component AgentsMenu
components/agents/ColorPicker.tsx,tui-component,covered-by-rust-equivalent,TUI component ColorPicker
components/agents/ModelSelector.tsx,tui-component,covered-by-rust-equivalent,TUI component ModelSelector
components/agents/ToolSelector.tsx,tui-component,covered-by-rust-equivalent,TUI component ToolSelector
components/agents/agentFileUtils.ts,tui-component,covered-by-rust-equivalent,TUI component agentFileUtils
components/agents/generateAgent.ts,tui-component,covered-by-rust-equivalent,TUI component generateAgent
components/agents/new-agent-creation/CreateAgentWizard.tsx,tui-component,covered-by-rust-equivalent,TUI component CreateAgentWizard
components/agents/new-agent-creation/wizard-steps/ColorStep.tsx,tui-component,covered-by-rust-equivalent,TUI component ColorStep
components/agents/new-agent-creation/wizard-steps/ConfirmStep.tsx,tui-component,covered-by-rust-equivalent,TUI component ConfirmStep
components/agents/new-agent-creation/wizard-steps/ConfirmStepWrapper.tsx,tui-component,covered-by-rust-equivalent,TUI component ConfirmStepWrapper
components/agents/new-agent-creation/wizard-steps/DescriptionStep.tsx,tui-component,covered-by-rust-equivalent,TUI component DescriptionStep
components/agents/new-agent-creation/wizard-steps/GenerateStep.tsx,tui-component,covered-by-rust-equivalent,TUI component GenerateStep
components/agents/new-agent-creation/wizard-steps/LocationStep.tsx,tui-component,covered-by-rust-equivalent,TUI component LocationStep
components/agents/new-agent-creation/wizard-steps/MemoryStep.tsx,tui-component,covered-by-rust-equivalent,TUI component MemoryStep
components/agents/new-agent-creation/wizard-steps/MethodStep.tsx,tui-component,covered-by-rust-equivalent,TUI component MethodStep
components/agents/new-agent-creation/wizard-steps/ModelStep.tsx,tui-component,covered-by-rust-equivalent,TUI component ModelStep
components/agents/new-agent-creation/wizard-steps/PromptStep.tsx,tui-component,covered-by-rust-equivalent,TUI component PromptStep
components/agents/new-agent-creation/wizard-steps/ToolsStep.tsx,tui-component,covered-by-rust-equivalent,TUI component ToolsStep
components/agents/new-agent-creation/wizard-steps/TypeStep.tsx,tui-component,needs-port,TUI component TypeStep
components/agents/types.ts,tui-component,covered-by-rust-equivalent,TUI component types
components/agents/utils.ts,tui-component,needs-port,TUI component utils
components/agents/validateAgent.ts,tui-component,covered-by-rust-equivalent,TUI component validateAgent
components/design-system/Byline.tsx,tui-component,needs-port,TUI component Byline
components/design-system/Dialog.tsx,tui-component,covered-by-rust-equivalent,TUI component Dialog
components/design-system/Divider.tsx,tui-component,needs-port,TUI component Divider
components/design-system/FuzzyPicker.tsx,tui-component,covered-by-rust-equivalent,TUI component FuzzyPicker
components/design-system/KeyboardShortcutHint.tsx,tui-component,covered-by-rust-equivalent,TUI component KeyboardShortcutHint
components/design-system/ListItem.tsx,tui-component,needs-port,TUI component ListItem
components/design-system/LoadingState.tsx,tui-component,covered-by-rust-equivalent,TUI component LoadingState
components/design-system/Pane.tsx,tui-component,needs-port,TUI component Pane
components/design-system/ProgressBar.tsx,tui-component,covered-by-rust-equivalent,TUI component ProgressBar
components/design-system/Ratchet.tsx,tui-component,needs-port,TUI component Ratchet
components/design-system/StatusIcon.tsx,tui-component,covered-by-rust-equivalent,TUI component StatusIcon
components/design-system/Tabs.tsx,tui-component,needs-port,TUI component Tabs
components/design-system/ThemeProvider.tsx,tui-component,covered-by-rust-equivalent,TUI component ThemeProvider
components/design-system/ThemedBox.tsx,tui-component,needs-port,TUI component ThemedBox
components/design-system/ThemedText.tsx,tui-component,needs-port,TUI component ThemedText
components/design-system/color.ts,tui-component,covered-by-rust-equivalent,TUI component color
components/diff/DiffDetailView.tsx,tui-component,covered-by-rust-equivalent,TUI component DiffDetailView
components/diff/DiffDialog.tsx,tui-component,covered-by-rust-equivalent,TUI component DiffDialog
components/diff/DiffFileList.tsx,tui-component,needs-port,TUI component DiffFileList
components/grove/Grove.tsx,tui-component,covered-by-rust-equivalent,TUI component Grove
components/hooks/HooksConfigMenu.tsx,tui-component,covered-by-rust-equivalent,TUI component HooksConfigMenu
components/hooks/PromptDialog.tsx,tui-component,covered-by-rust-equivalent,TUI component PromptDialog
components/hooks/SelectEventMode.tsx,tui-component,covered-by-rust-equivalent,TUI component SelectEventMode
components/hooks/SelectHookMode.tsx,tui-component,covered-by-rust-equivalent,TUI component SelectHookMode
components/hooks/SelectMatcherMode.tsx,tui-component,covered-by-rust-equivalent,TUI component SelectMatcherMode
components/hooks/ViewHookMode.tsx,tui-component,needs-port,TUI component ViewHookMode
components/mcp/CapabilitiesSection.tsx,tui-component,covered-by-rust-equivalent,TUI component CapabilitiesSection
components/mcp/ElicitationDialog.tsx,tui-component,covered-by-rust-equivalent,TUI component ElicitationDialog
components/mcp/MCPAgentServerMenu.tsx,tui-component,covered-by-rust-equivalent,TUI component MCPAgentServerMenu
components/mcp/MCPListPanel.tsx,tui-component,covered-by-rust-equivalent,TUI component MCPListPanel
components/mcp/MCPReconnect.tsx,tui-component,covered-by-rust-equivalent,TUI component MCPReconnect
components/mcp/MCPRemoteServerMenu.tsx,tui-component,covered-by-rust-equivalent,TUI component MCPRemoteServerMenu
components/mcp/MCPSettings.tsx,tui-component,covered-by-rust-equivalent,TUI component MCPSettings
components/mcp/MCPStdioServerMenu.tsx,tui-component,covered-by-rust-equivalent,TUI component MCPStdioServerMenu
components/mcp/MCPToolDetailView.tsx,tui-component,covered-by-rust-equivalent,TUI component MCPToolDetailView
components/mcp/MCPToolListView.tsx,tui-component,needs-port,TUI component MCPToolListView
components/mcp/McpParsingWarnings.tsx,tui-component,covered-by-rust-equivalent,TUI component McpParsingWarnings
components/mcp/index.ts,tui-component,covered-by-rust-equivalent,TUI component index
components/mcp/utils/reconnectHelpers.tsx,tui-component,covered-by-rust-equivalent,TUI component reconnectHelpers
components/memory/MemoryFileSelector.tsx,tui-component,covered-by-rust-equivalent,TUI component MemoryFileSelector
components/memory/MemoryUpdateNotification.tsx,tui-component,covered-by-rust-equivalent,TUI component MemoryUpdateNotification
components/messageActions.tsx,tui-component,covered-by-rust-equivalent,TUI component messageActions
components/messages/AdvisorMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component AdvisorMessage
components/messages/AssistantRedactedThinkingMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component AssistantRedactedThinkingMessage
components/messages/AssistantTextMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component AssistantTextMessage
components/messages/AssistantThinkingMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component AssistantThinkingMessage
components/messages/AssistantToolUseMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component AssistantToolUseMessage
components/messages/AttachmentMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component AttachmentMessage
components/messages/CollapsedReadSearchContent.tsx,tui-component,covered-by-rust-equivalent,TUI component CollapsedReadSearchContent
components/messages/CompactBoundaryMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component CompactBoundaryMessage
components/messages/GroupedToolUseContent.tsx,tui-component,covered-by-rust-equivalent,TUI component GroupedToolUseContent
components/messages/HighlightedThinkingText.tsx,tui-component,covered-by-rust-equivalent,TUI component HighlightedThinkingText
components/messages/HookProgressMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component HookProgressMessage
components/messages/PlanApprovalMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component PlanApprovalMessage
components/messages/RateLimitMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component RateLimitMessage
components/messages/ShutdownMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component ShutdownMessage
components/messages/SystemAPIErrorMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component SystemAPIErrorMessage
components/messages/SystemTextMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component SystemTextMessage
components/messages/TaskAssignmentMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component TaskAssignmentMessage
components/messages/UserAgentNotificationMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserAgentNotificationMessage
components/messages/UserBashInputMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserBashInputMessage
components/messages/UserBashOutputMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserBashOutputMessage
components/messages/UserChannelMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserChannelMessage
components/messages/UserCommandMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserCommandMessage
components/messages/UserImageMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserImageMessage
components/messages/UserLocalCommandOutputMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserLocalCommandOutputMessage
components/messages/UserMemoryInputMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserMemoryInputMessage
components/messages/UserPlanMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserPlanMessage
components/messages/UserPromptMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserPromptMessage
components/messages/UserResourceUpdateMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserResourceUpdateMessage
components/messages/UserTeammateMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserTeammateMessage
components/messages/UserTextMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserTextMessage
components/messages/UserToolResultMessage/RejectedPlanMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component RejectedPlanMessage
components/messages/UserToolResultMessage/RejectedToolUseMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component RejectedToolUseMessage
components/messages/UserToolResultMessage/UserToolCanceledMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserToolCanceledMessage
components/messages/UserToolResultMessage/UserToolErrorMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserToolErrorMessage
components/messages/UserToolResultMessage/UserToolRejectMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserToolRejectMessage
components/messages/UserToolResultMessage/UserToolResultMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserToolResultMessage
components/messages/UserToolResultMessage/UserToolSuccessMessage.tsx,tui-component,covered-by-rust-equivalent,TUI component UserToolSuccessMessage
components/messages/UserToolResultMessage/utils.tsx,tui-component,needs-port,TUI component utils
components/messages/nullRenderingAttachments.ts,tui-component,covered-by-rust-equivalent,TUI component nullRenderingAttachments
components/messages/teamMemCollapsed.tsx,tui-component,covered-by-rust-equivalent,TUI component teamMemCollapsed
components/messages/teamMemSaved.ts,tui-component,covered-by-rust-equivalent,TUI component teamMemSaved
components/permissions/AskUserQuestionPermissionRequest/AskUserQuestionPermissionRequest.tsx,tui-component,covered-by-rust-equivalent,TUI component AskUserQuestionPermissionRequest
components/permissions/AskUserQuestionPermissionRequest/PreviewBox.tsx,tui-component,covered-by-rust-equivalent,TUI component PreviewBox
components/permissions/AskUserQuestionPermissionRequest/PreviewQuestionView.tsx,tui-component,covered-by-rust-equivalent,TUI component PreviewQuestionView
components/permissions/AskUserQuestionPermissionRequest/QuestionNavigationBar.tsx,tui-component,covered-by-rust-equivalent,TUI component QuestionNavigationBar
components/permissions/AskUserQuestionPermissionRequest/QuestionView.tsx,tui-component,covered-by-rust-equivalent,TUI component QuestionView
components/permissions/AskUserQuestionPermissionRequest/SubmitQuestionsView.tsx,tui-component,covered-by-rust-equivalent,TUI component SubmitQuestionsView
components/permissions/AskUserQuestionPermissionRequest/use-multiple-choice-state.ts,tui-component,covered-by-rust-equivalent,TUI component use-multiple-choice-state
components/permissions/BashPermissionRequest/BashPermissionRequest.tsx,tui-component,covered-by-rust-equivalent,TUI component BashPermissionRequest
components/permissions/BashPermissionRequest/bashToolUseOptions.tsx,tui-component,covered-by-rust-equivalent,TUI component bashToolUseOptions
components/permissions/ComputerUseApproval/ComputerUseApproval.tsx,tui-component,covered-by-rust-equivalent,TUI component ComputerUseApproval
components/permissions/EnterPlanModePermissionRequest/EnterPlanModePermissionRequest.tsx,tui-component,covered-by-rust-equivalent,TUI component EnterPlanModePermissionRequest
components/permissions/ExitPlanModePermissionRequest/ExitPlanModePermissionRequest.tsx,tui-component,covered-by-rust-equivalent,TUI component ExitPlanModePermissionRequest
components/permissions/FallbackPermissionRequest.tsx,tui-component,covered-by-rust-equivalent,TUI component FallbackPermissionRequest
components/permissions/FileEditPermissionRequest/FileEditPermissionRequest.tsx,tui-component,covered-by-rust-equivalent,TUI component FileEditPermissionRequest
components/permissions/FilePermissionDialog/FilePermissionDialog.tsx,tui-component,covered-by-rust-equivalent,TUI component FilePermissionDialog
components/permissions/FilePermissionDialog/ideDiffConfig.ts,tui-component,covered-by-rust-equivalent,TUI component ideDiffConfig
components/permissions/FilePermissionDialog/permissionOptions.tsx,tui-component,covered-by-rust-equivalent,TUI component permissionOptions
components/permissions/FilePermissionDialog/useFilePermissionDialog.ts,tui-component,covered-by-rust-equivalent,TUI component useFilePermissionDialog
components/permissions/FilePermissionDialog/usePermissionHandler.ts,tui-component,covered-by-rust-equivalent,TUI component usePermissionHandler
components/permissions/FileWritePermissionRequest/FileWritePermissionRequest.tsx,tui-component,covered-by-rust-equivalent,TUI component FileWritePermissionRequest
components/permissions/FileWritePermissionRequest/FileWriteToolDiff.tsx,tui-component,covered-by-rust-equivalent,TUI component FileWriteToolDiff
components/permissions/FilesystemPermissionRequest/FilesystemPermissionRequest.tsx,tui-component,covered-by-rust-equivalent,TUI component FilesystemPermissionRequest
components/permissions/NotebookEditPermissionRequest/NotebookEditPermissionRequest.tsx,tui-component,covered-by-rust-equivalent,TUI component NotebookEditPermissionRequest
components/permissions/NotebookEditPermissionRequest/NotebookEditToolDiff.tsx,tui-component,covered-by-rust-equivalent,TUI component NotebookEditToolDiff
components/permissions/PermissionDecisionDebugInfo.tsx,tui-component,covered-by-rust-equivalent,TUI component PermissionDecisionDebugInfo
components/permissions/PermissionDialog.tsx,tui-component,covered-by-rust-equivalent,TUI component PermissionDialog
components/permissions/PermissionExplanation.tsx,tui-component,covered-by-rust-equivalent,TUI component PermissionExplanation
components/permissions/PermissionPrompt.tsx,tui-component,covered-by-rust-equivalent,TUI component PermissionPrompt
components/permissions/PermissionRequest.tsx,tui-component,covered-by-rust-equivalent,TUI component PermissionRequest
components/permissions/PermissionRequestTitle.tsx,tui-component,covered-by-rust-equivalent,TUI component PermissionRequestTitle
components/permissions/PermissionRuleExplanation.tsx,tui-component,covered-by-rust-equivalent,TUI component PermissionRuleExplanation
components/permissions/PowerShellPermissionRequest/PowerShellPermissionRequest.tsx,tui-component,covered-by-rust-equivalent,TUI component PowerShellPermissionRequest
components/permissions/PowerShellPermissionRequest/powershellToolUseOptions.tsx,tui-component,covered-by-rust-equivalent,TUI component powershellToolUseOptions
components/permissions/SandboxPermissionRequest.tsx,tui-component,covered-by-rust-equivalent,TUI component SandboxPermissionRequest
components/permissions/SedEditPermissionRequest/SedEditPermissionRequest.tsx,tui-component,covered-by-rust-equivalent,TUI component SedEditPermissionRequest
components/permissions/SkillPermissionRequest/SkillPermissionRequest.tsx,tui-component,covered-by-rust-equivalent,TUI component SkillPermissionRequest
components/permissions/WebFetchPermissionRequest/WebFetchPermissionRequest.tsx,tui-component,covered-by-rust-equivalent,TUI component WebFetchPermissionRequest
components/permissions/WorkerBadge.tsx,tui-component,covered-by-rust-equivalent,TUI component WorkerBadge
components/permissions/WorkerPendingPermission.tsx,tui-component,covered-by-rust-equivalent,TUI component WorkerPendingPermission
components/permissions/hooks.ts,tui-component,covered-by-rust-equivalent,TUI component hooks
components/permissions/rules/AddPermissionRules.tsx,tui-component,covered-by-rust-equivalent,TUI component AddPermissionRules
components/permissions/rules/AddWorkspaceDirectory.tsx,tui-component,covered-by-rust-equivalent,TUI component AddWorkspaceDirectory
components/permissions/rules/PermissionRuleDescription.tsx,tui-component,covered-by-rust-equivalent,TUI component PermissionRuleDescription
components/permissions/rules/PermissionRuleInput.tsx,tui-component,covered-by-rust-equivalent,TUI component PermissionRuleInput
components/permissions/rules/PermissionRuleList.tsx,tui-component,covered-by-rust-equivalent,TUI component PermissionRuleList
components/permissions/rules/RecentDenialsTab.tsx,tui-component,covered-by-rust-equivalent,TUI component RecentDenialsTab
components/permissions/rules/RemoveWorkspaceDirectory.tsx,tui-component,covered-by-rust-equivalent,TUI component RemoveWorkspaceDirectory
components/permissions/rules/WorkspaceTab.tsx,tui-component,covered-by-rust-equivalent,TUI component WorkspaceTab
components/permissions/shellPermissionHelpers.tsx,tui-component,covered-by-rust-equivalent,TUI component shellPermissionHelpers
components/permissions/useShellPermissionFeedback.ts,tui-component,covered-by-rust-equivalent,TUI component useShellPermissionFeedback
components/permissions/utils.ts,tui-component,needs-port,TUI component utils
components/sandbox/SandboxConfigTab.tsx,tui-component,covered-by-rust-equivalent,TUI component SandboxConfigTab
components/sandbox/SandboxDependenciesTab.tsx,tui-component,covered-by-rust-equivalent,TUI component SandboxDependenciesTab
